Vehicle ID,Date,Number of Trips,Total Distance,Idling Time,Driving Time,Total Run Time,Initial SOC,Final SOC,SOC Used,Total Energy Consumption,Average Ambient Temperature
EV045,05/01/20,,0.595,,0.55,,,,1,1.6,
EV045,05/02/20,,0,,0,,,,0,0,
EV045,05/03/20,,26.911,,3.45,,,,30.01,48.016,
EV045,05/04/20,,35.853,,7.73,,,,55.23,88.368,
EV045,05/05/20,,40.953,,7.82,,,,54.49,87.184,
EV045,05/06/20,,49.147,,8.03,,,,49.44,79.104,
EV045,05/07/20,,30.498,,5.35,,,,44.14,70.624,
EV045,05/08/20,,63.053,,6.88,,,,61.09,97.744,
EV045,05/09/20,,26.843,,4.9,,,,45.7,73.12,
EV045,05/10/20,,6.63,,1.4,,,,10.72,17.152,
EV045,05/11/20,,29.461,,4.4,,,,41.03,65.648,
EV045,05/12/20,,0,,0,,,,0,0,
EV045,05/13/20,,2.159,,0.28,,,,1.39,2.224,
EV045,05/14/20,,46.41,,8.53,,,,69.66,111.456,
EV045,05/15/20,,68.119,,9.43,,,,76.43,122.288,
EV045,05/16/20,,38.947,,7.6,,,,54.78,87.648,
EV045,05/17/20,,12.614,,1.68,,,,16.77,26.832,
EV045,05/18/20,,8.789,,1.45,,,,12.05,19.28,
EV045,05/19/20,,0.442,,0.9,,,,1.93,3.088,
EV045,05/20/20,,0.119,,0.15,,,,0.34,0.544,
EV045,05/21/20,,0,,0.1,,,,0.21,0.336,
EV045,05/22/20,,0,,0.28,,,,0.43,0.688,
EV045,05/23/20,,0.119,,0.03,,,,0.08,0.128,
EV045,05/24/20,,0,,0.1,,,,0.27,0.432,
EV045,05/25/20,,0,,0,,,,0,0,
EV045,05/26/20,,0,,0.03,,,,0.15,0.24,
EV045,05/27/20,,0.221,,3.17,,,,2.82,4.512,
EV045,05/28/20,,0.119,,0.08,,,,0.16,0.256,
EV045,05/29/20,,1.377,,1,,,,0.41,0.656,
EV045,05/30/20,,40.426,,7.19,,,,66.06,105.696,
EV045,05/31/20,,0,,0.07,,,,0.18,0.288,
EV045,06/01/20,,0.102,,0.17,,,,0.49,0.784,
EV045,06/02/20,,0,,0.1,,,,0.43,0.688,
EV045,06/03/20,,0,,0.17,,,,0.28,0.448,
EV045,06/04/20,,1.037,,0.17,,,,0.79,1.264,
EV045,06/05/20,,0,,0,,,,0,0,
EV045,06/06/20,,0,,0,,,,0,0,
EV045,06/07/20,,0,,0,,,,0,0,
EV045,06/08/20,,34.221,,4.74,,,,37.77,60.432,
EV045,06/09/20,,59.874,,9.48,,,,78.38,125.408,
EV045,06/10/20,,12.512,,3.42,,,,13,20.8,
EV045,06/11/20,,48.671,,7.48,,,,55.73,89.168,
EV045,06/12/20,,75.208,,11.5,,,,80.81,129.296,
EV045,06/13/20,,13.464,,3.17,,,,22.09,35.344,
EV045,06/14/20,,0,,0,,,,0,0,
EV045,06/15/20,,40.817,,5.23,,,,45.04,72.064,
EV045,06/16/20,,23.511,,5.13,,,,33.03,52.848,
EV045,06/17/20,,0,,0,,,,0,0,68
EV045,06/18/20,,11.475,,2.98,,,,19,30.4,73
EV045,06/19/20,,68.34,,9.91,,,,78.23,125.168,71
EV045,06/20/20,,18.207,,3.64,,,,24.38,39.008,73
EV045,06/21/20,,19.091,,3.15,,,,25.44,40.704,75
EV045,06/22/20,,14.059,,2.68,,,,17.96,28.736,75
EV045,06/23/20,,41.956,,7.44,,,,49.99,79.984,
EV045,06/24/20,,52.87,,8.54,,,,62.19,99.504,63
EV045,06/25/20,,32.963,,6.06,,,,40.18,64.288,68
EV045,06/26/20,,1.768,,0.77,,,,1.83,2.928,69
EV045,06/27/20,,0,,0,,,,0,0,69
EV045,06/28/20,,0,,0,,,,0,0,71
EV045,06/29/20,,0.187,,0.35,,,,1.3,2.08,
EV045,06/30/20,,38.76,,6.38,,,,42.53,68.048,69
EV045,07/01/20,,49.487,,8.11,,,,52.64,84.224,
EV045,07/02/20,,21.709,,4.13,,,,28.63,45.808,
EV045,07/03/20,,22.831,,3.91,,,,25,40,73
EV045,07/04/20,,1.258,,0.38,,,,1.14,1.824,76
EV045,07/05/20,,0,,0,,,,0,0,71
EV045,07/06/20,,22.287,,2.49,,,,23.26,37.216,78
EV045,07/07/20,,44.506,,10.23,,,,68.48,109.568,78
EV045,07/08/20,,57.579,,9.59,,,,59.53,95.248,81
EV045,07/09/20,,42.194,,7.81,,,,44.67,71.472,82
EV045,07/10/20,,36.346,,7.57,,,,45.27,72.432,
EV045,07/11/20,,21.743,,4.12,,,,21.02,33.632,85
EV045,07/12/20,,34.799,,7.14,,,,30.29,48.464,82
EV045,07/13/20,,58.718,,10.44,,,,69.29,110.864,68
EV045,07/14/20,,38.709,,7.08,,,,43.87,70.192,70
EV045,07/15/20,,46.937,,7.37,,,,44.99,71.984,74
EV045,07/16/20,,30.243,,5.07,,,,36.64,58.624,76
EV045,07/17/20,,22.185,,3.77,,,,29.06,46.496,73
EV045,07/18/20,,40.885,,5.47,,,,44.71,71.536,77
EV045,07/19/20,,34.17,,6.03,,,,35.61,56.976,78
EV045,07/20/20,,19.397,,3.8,,,,30.19,48.304,
EV045,07/21/20,,24.65,,6.64,,,,29.25,46.8,
EV045,07/22/20,,28.9,,5.5,,,,33.31,53.296,74
EV045,07/23/20,,61.217,,11.11,,,,75.59,120.944,76
EV045,07/24/20,,27.778,,6.12,,,,33,52.8,75
EV045,07/25/20,,0,,0.03,,,,0.12,0.192,74
EV045,07/26/20,,0,,0,,,,0,0,77
EV045,07/27/20,,21.25,,4.27,,,,24.77,39.632,78
EV045,07/28/20,,31.858,,4.75,,,,38.6,61.76,73
EV045,07/29/20,,57.766,,8.56,,,,61.21,97.936,
EV045,07/30/20,,51.816,,8.58,,,,57.95,92.72,
EV045,07/31/20,,54.587,,6.87,,,,58.28,93.248,72
EV045,08/01/20,,33.286,,6.71,,,,42.16,67.456,73
EV045,08/02/20,,27.064,,3.9,,,,28.11,44.976,75
EV045,08/03/20,,47.158,,7.45,,,,46.87,74.992,72
EV045,08/04/20,,0,,0.1,,,,0.36,0.576,74
EV045,08/05/20,,9.112,,1.9,,,,9.97,15.952,69
EV045,08/06/20,,76.364,,9.37,,,,77.84,124.544,66
