Vehicle ID,Date,Number of Trips,Total Distance,Idling Time,Driving Time,Total Run Time,Initial SOC,Final SOC,SOC Used,Total Energy Consumption,Average Ambient Temperature
EV043,05/01/20,,20.638,,11.57,,,,110.73,88.584,52
EV043,05/02/20,,9.537,,4.93,,,,23.95,19.16,69
EV043,05/03/20,,0,,0,,,,0,0,61
EV043,05/04/20,,11.322,,12.19,,,,62.25,49.8,45
EV043,05/05/20,,11.934,,5.96,,,,54.32,43.456,45
EV043,05/06/20,,7.293,,9.65,,,,39.65,31.72,50
EV043,05/07/20,,10.37,,11.29,,,,51.35,41.08,56
EV043,05/08/20,,21.216,,16.56,,,,110.29,88.232,40
EV043,05/09/20,,14.739,,14.02,,,,70.49,56.392,45
EV043,05/10/20,,0,,0,,,,0,0,45
EV043,05/11/20,,9.554,,8.71,,,,65.6,52.48,45
EV043,05/12/20,,9.979,,11,,,,58.77,47.016,51
EV043,05/13/20,,18.241,,17.91,,,,99.02,79.216,57
EV043,05/14/20,,0.986,,2.4,,,,8.11,6.488,64
EV043,05/15/20,,0,,0.42,,,,1.43,1.144,67
EV043,05/16/20,,8.806,,8.52,,,,46.34,37.072,61
EV043,05/17/20,,11.084,,8.12,,,,41.93,33.544,61
EV043,05/18/20,,20.179,,15.51,,,,86.14,68.912,59
EV043,05/19/20,,10.319,,8.23,,,,52.78,42.224,57
EV043,05/20/20,,23.358,,16.24,,,,105.14,84.112,60
EV043,05/21/20,,18.734,,16.62,,,,84.43,67.544,62
EV043,05/22/20,,18.53,,15.71,,,,79.33,63.464,64
EV043,05/23/20,,10.625,,11.07,,,,57.78,46.224,68
EV043,05/24/20,,0,,0,,,,0.01,0.008,77
EV043,05/25/20,,0,,0,,,,0,0,79
EV043,05/26/20,,7.31,,8.92,,,,46.22,36.976,80
EV043,05/27/20,,16.592,,16.7,,,,79.48,63.584,80
EV043,05/28/20,,12.818,,12.71,,,,56.36,45.088,74
EV043,05/29/20,,14.093,,13.23,,,,61.64,49.312,67
EV043,05/30/20,,13.26,,11.54,,,,59.36,47.488,64
EV043,05/31/20,,6.409,,5.77,,,,29.37,23.496,59
EV043,06/01/20,,3.553,,6.2,,,,22.26,17.808,66
EV043,06/02/20,,0,,0.02,,,,0.22,0.176,81
EV043,06/03/20,,0,,0,,,,0,0,78
EV043,06/04/20,,5.542,,9.74,,,,34.65,27.72,77
EV043,06/05/20,,17.612,,15.3,,,,90.23,72.184,81
EV043,06/06/20,,14.858,,13.34,,,,72.57,58.056,69
EV043,06/07/20,,10.489,,8.86,,,,44.23,35.384,69
EV043,06/08/20,,4.947,,3.2,,,,17.69,14.152,78
EV043,06/09/20,,6.188,,3.39,,,,15.11,12.088,83
EV043,06/10/20,,13.753,,14.68,,,,60.88,48.704,73
EV043,06/11/20,,18.156,,15.15,,,,87.65,70.12,71
EV043,06/12/20,,7.412,,8.8,,,,48.69,38.952,68
EV043,06/13/20,,0.561,,1.7,,,,7.58,6.064,61
EV043,06/14/20,,0,,0.35,,,,0.49,0.392,64
EV043,06/15/20,,0,,0.53,,,,0.86,0.688,64
EV043,06/16/20,,21.063,,11.92,,,,67.97,54.376,72
EV043,06/17/20,,0.221,,0.13,,,,0.59,0.472,76
